label,point
4464j1,"(5, 20)"
4464j2,"(-11, 36)"
4464k1,"(23, 54)"
4464l1,"(416, 8649)"
4464o1,"(-9, 54)"
4464p1,"(9, -24)"
4464q1,"(2, 9)"
4464r1,"(983, 30618)"
4464s1,"(25, -288)"
4464s2,"(529, 2664)"
4464t1,"(1, 18)"
4464t2,"(10, 90)"
4464u1,"(-2, 9)"
4464u2,"(22, 117)"
4464v1,"(12538/49, 962541/343)"
4464v2,"(560778351130/14341369, 419624806949910981/54310764403)"
4466c1,"(13, 22)"
4466c2,"(-23, 32)"
4467a1,"(0, 7)"
4467a2,"(-1, 5)"
4470a1,"(-2, 17)"
4470b1,"(-3488394180823/2453121841, 86375277699673349/121500671662889)"
4470b2,"(386116651601756666993/134732617076617561, -1088934284671496685071653535305/49454876144492720425857059)"
4470c1,"(-43, 27)"
4470c2,"(-19027/121, 104240/1331)"
4470d1,"(-3, 2)"
4470d2,"(3, 2)"
4470e1,"(3, -9)"
4470f1,"(-57, 41)"
4470f2,"(142, 1054)"
4470l1,"(-4, -28)"
4470o1,"(-16, 68)"
4470o2,"(-10, 80)"
4472b1,"(10, 33)"
4472b2,"(-3, 6)"
4473a1,"(0, 24)"
4474a1,"(6, -4)"
4475a1,"(0, 25)"
4475d1,"(196/9, -169/27)"
4475e1,"(4, -5)"
4477b1,"(-51/4, 1/8)"
4477b2,"(19, 92)"
4477b3,"(2470/9, 64/27)"
4478a1,"(4, 5)"
4480a1,"(-1, 693)"
4480a2,"(-6, 5500)"
4480h1,"(-1, 3)"
4480h2,"(-6, 20)"
4480i1,"(-5, 10)"
4480i2,"(6, 35)"
4481a1,"(-131/16, 233/64)"
4481b1,"(0, 1)"
4485a1,"(89, 735)"
4485a2,"(599/4, 447/8)"
4485c1,"(118, -1497)"
4485d1,"(5, -1)"
4485e1,"(2521, 124492)"
4485e2,"(-674, 544)"
4485f1,"(61/4, 503/8)"
4485g1,"(-1, 3)"
4486a1,"(-2, 9)"
4487a1,"(-4, 5)"
4487a2,"(-5, 5)"
4488a1,"(-7, 34)"
4488a2,"(-15, 18)"
4488c1,"(45, -306)"
4488f1,"(-64, 1854)"
4488f2,"(77, 340)"
4488f3,"(-451/25, 119068/125)"
4488f4,"(213, 3060)"
4488g1,"(601/16, 13797/64)"
4488g2,"(147, 1782)"
4488i1,"(14, 18)"
4488i2,"(0, 132)"
4488j1,"(3321, -171666)"
4488k1,"(-11, 66)"
4489a1,"(201/4, 63/8)"
4490c1,"(13, -4)"
4490d1,"(33, 171)"
4490f1,"(8, 12)"
4490f2,"(48, -20)"
4490g1,"(1, -6)"
4490h1,"(7, -14)"
4491a1,"(64626/121, 15899619/1331)"
4491b1,"(6, -8)"
4493a1,"(3, -1)"
4494b1,"(11, -100)"
4494c1,"(21, 92)"
4494c2,"(-12, 66)"
4494c3,"(-19, 52)"
4494c4,"(23, 146)"
4494e1,"(-1, 24)"
4494e2,"(103/4, 343/8)"
4494f1,"(53, 15)"
4494h1,"(8, -25)"
4495a1,"(221, -63)"
4495c1,"(21/4, 181/8)"
4495c2,"(253/4, 3871/8)"
4495d1,"(205, 2567)"
4495d2,"(65, 2402)"
4496a1,"(-4, 10)"
4496a2,"(28, 170)"
4497a1,"(1, 1)"
4498a1,"(-4, 4)"
4498a2,"(9, 21)"
4498d1,"(-4, 54)"
4501a1,"(-2, 0)"
4502a1,"(2, 14)"
4502b1,"(-46/25, 10448/125)"
4502b2,"(727/36, 15827/216)"
4503a1,"(457, 9841)"
4503b1,"(7493/4, 645215/8)"
4503d1,"(5, -1)"
4506b1,"(0, 6)"
4507a1,"(1, 1)"
4508a1,"(2, -49)"
4508b1,"(12, 49)"
4508b2,"(19, 49)"
4509b1,"(-3, 0)"
4510b1,"(135/4, 681/8)"
4510b2,"(3831/4, 225785/8)"
4510c1,"(10, -68)"
4510d1,"(-98, 929)"
4510d2,"(-93, 954)"
4510e1,"(-1, 1)"
4510f1,"(25, 643)"
4510g1,"(-10, -270)"
4510g2,"(130, -270)"
4510i1,"(191, -2296)"
4510k1,"(2, 10)"
4510k2,"(2, -42)"
4510l1,"(59, 421)"
4511a1,"(21/4, 165/8)"
4511b1,"(-41/4, 41/8)"
4511e1,"(-173/36, 527/216)"
4512a1,"(-1, 4)"
4512b1,"(-2, 8)"
4512b2,"(25, 100)"
4512f1,"(-3, 12)"
4512g1,"(45, 564)"
4512j1,"(23, 12)"
4512k1,"(4, 8)"
4512k2,"(-4, 6)"
4512l1,"(18, 72)"
4512l2,"(-21, 12)"
4512m1,"(-27, 324)"
4512n1,"(-611/25, 12/125)"
4512o1,"(5, 12)"
4512p1,"(1, 6)"
4512p2,"(7, 6)"
4514c1,"(16, 29)"
4515e1,"(-13, 26)"
4515e2,"(-10, -27)"
4515e3,"(75, 256)"
4515e4,"(25, 176)"
4518e1,"(15, 6)"
4518f1,"(279/4, 4995/8)"
4518i1,"(-3, 55)"
4518j1,"(-21, -278)"
4518k1,"(334803/1444, 168015719/54872)"
4520b1,"(9, 60)"
4520b2,"(10, 60)"
4520c1,"(123, 1324)"
4521a1,"(0, -6)"
4522a1,"(376, 7556)"
4522c1,"(108, 1102)"
4522f1,"(-5645/9, 425542/27)"
4522f2,"(2587, 158642)"
4522j1,"(-135, 1036)"
4522j2,"(-409, 408)"
4522j3,"(3773, 120564)"
4522j4,"(1453, 46958)"
4524b1,"(6, 6)"
4524b2,"(65, 494)"
4524c1,"(-267/4, 1755/8)"
4524c2,"(1097, 34190)"
4525a1,"(125, 562)"
4525b1,"(-13, 94)"
4525b2,"(7, -66)"
4525c1,"(15/4, 235/8)"
4525d1,"(13, 37)"
4525d2,"(7, 6)"
4525e1,"(2, -6)"
4525f1,"(706/9, 16951/27)"
4525f2,"(310, 5282)"
4526a1,"(715/9, -1022/27)"
4526d1,"(1879/225, 55103/3375)"
4526d2,"(337/9, 3692/27)"
4527a1,"(4, -1)"
4527f1,"(10, -5)"
4527g1,"(12, 25)"
4527g2,"(-18, 22)"
4528d1,"(17, 64)"
4528e1,"(0, 8)"
4528f1,"(13/4, 15/8)"
4530a1,"(-4, 48)"
4530a2,"(-46, 266)"
4530b1,"(-2327/64, 32127/512)"
4530b2,"(-273/4, 6011/8)"
4530b3,"(2287/4, 89255/8)"
4530b4,"(8301/16, 784723/64)"
4530c1,"(2751, 143007)"
4530c2,"(1463471/529, -1763246738/12167)"
4530d1,"(15, -56)"
4530d2,"(-5, 304)"
4530e1,"(18, 51)"
4531a1,"(83/4, 649/8)"
4532a1,"(31, 206)"
4532b1,"(345/16, 16789/64)"
4534b1,"(-3, 2)"
4536a1,"(3, -9)"
4536g1,"(19, 28)"
4536h1,"(1, 1)"
4539a1,"(229/36, 2647/216)"
4539c1,"(-15801/100, 79923/1000)"
4539c2,"(5461/16, 153893/64)"
4544a1,"(-5, 8)"
4544b1,"(-3, 4)"
4544c1,"(1, 64)"
4544c2,"(-31, 32)"
4544d1,"(-11, 1)"
4544o1,"(-14, 5)"
4544o2,"(26, 71)"
4544p1,"(13, -32)"
4545a1,"(-38, 73)"
4545b1,"(16, 29)"
4546a1,"(-5, 4)"
4546a2,"(3, 4)"
4546b1,"(-4, 18)"
4546b2,"(-17/4, 141/8)"
4550a1,"(48, 294)"
4550b1,"(5, 10)"
4550b2,"(125, 1050)"
4550b3,"(181215, -77232470)"
4550c1,"(115, 205)"
4550c2,"(545, 5090)"
4550c3,"(-2480/9, 18220/27)"
4550c4,"(136435/9, -50546840/27)"
4550c5,"(-3642392090/1734489, 2403354113140/2284322013)"
4550c6,"(92616656323945/6037756209, -867187577085694163230/469151770707927)"
4550d1,"(-3, 26)"
4550d2,"(32, -79)"
4550h1,"(189, 3318)"
4550h2,"(-132, -4302)"
4550h3,"(-457, 1184)"
4550h4,"(729, 773)"
4550i1,"(19, 36)"
4550j1,"(-95, 1885)"
4550j2,"(-1751/9, 30287/27)"
4550k1,"(19, 78)"
4550l1,"(0, -26)"
4550l2,"(35, -271)"
4550r1,"(-69/4, 265/8)"
4550r2,"(155/4, 1833/8)"
4550s1,"(-241, 1520)"
4550s2,"(-305, 1328)"
4550s3,"(-955, 678)"
4550s4,"(339, 3080)"
4550t1,"(9, -330)"
4550u1,"(135, -1468)"
4550v1,"(188, -2460)"
4550w1,"(2, -6)"
4550w2,"(16, -6)"
4550x1,"(-2, -13)"
4550x2,"(8, -53)"
4550z1,"(-215, -4443)"
4553a1,"(7598974/680625, -8888868643/561515625)"
4553a2,"(14614/625, 1452838/15625)"
4554e1,"(38, -65)"
4554e2,"(-4, 255)"
4554g1,"(-15, 111)"
4554h1,"(-15, 21)"
4554i1,"(-67, 38)"
4554j1,"(9, -18)"
4554k1,"(1533, 11343)"
4554k2,"(198141, 88067508)"
4554k3,"(24028053/121, 116949925596/1331)"
4554k4,"(-2541, 164076)"
4554l1,"(12, -94)"
4554l2,"(-16, -190)"
4554n1,"(1, 4)"
4554s1,"(515, 1950)"
4554s2,"(-1009/4, 2523/8)"
4554t1,"(43, 32)"
4554u1,"(-3, 16)"
4554u2,"(175/4, 2251/8)"
4554v1,"(31/4, 235/8)"
4554v2,"(-7, 49)"
4554w1,"(-53, 44)"
4554x1,"(423, 76)"
4554y1,"(-37/4, 69/8)"
4554z1,"(-19, 135)"
4554z2,"(11, 615)"
4554z3,"(3, 527)"
4554z4,"(255, -121)"
4554ba1,"(9, -41)"
4554bh1,"(17, 189)"
4554bi1,"(9, -23)"
4554bj1,"(111, -3224)"
4554bj2,"(-27, 6844)"
4555d1,"(4, 2)"
4556a1,"(0, 5)"
4556b1,"(-56, 1445)"
4557d1,"(-25, 20)"
4557d2,"(-29, 357)"
4557e1,"(-8, 126)"
4557e2,"(335, 5712)"
4557e3,"(13579/36, 1016575/216)"
4557e4,"(31, 4169)"
4557g1,"(21/4, 65/8)"
4557h1,"(474, 10118)"
4557j1,"(-1, 4)"
4557k1,"(5, 2)"
4557k2,"(-3, 12)"
4557l1,"(365/4, 15305/8)"
4557m1,"(9, 10)"
4560a1,"(33, 266)"
4560a2,"(-16, 532)"
4560a3,"(-70, 154)"
4560a4,"(234, 1218)"
4560b1,"(4, 12)"
4560b2,"(-4, 20)"
4560d1,"(10, 90)"
4560d2,"(-55, 190)"
4560d3,"(-75, 150)"
4560d4,"(-168, 2448)"
4560d5,"(1637, 58922)"
4560d6,"(-68, 2508)"
4560e1,"(-3, 8)"
4560e2,"(-18, 54)"
4560f1,"(22, 92)"
4560f2,"(-8, 24)"
4560f3,"(-10, 10)"
4560f4,"(-3, 34)"
4560g1,"(849/64, 11655/512)"
4560g2,"(55, 180)"
4560g3,"(1195, 40860)"
4560g4,"(-9, 30)"
4560h1,"(520, 12150)"
4560h2,"(-194, 1500)"
4560i1,"(3, 6)"
4560i2,"(8, 18)"
4560p1,"(0, 6)"
4560p2,"(13, 10)"
4560q1,"(1261, 45942)"
4560q2,"(426, 7410)"
4560q3,"(2748, 91200)"
4560q4,"(23290/9, 52858/27)"
4560r1,"(90, 810)"
4560r2,"(-76, 80)"
4560r3,"(66, 1170)"
4560r4,"(44, 3200)"
4560v1,"(270, 4332)"
4560v2,"(-41, 54)"
4560w1,"(4, 234)"
4560w2,"(270, 3648)"
4560bd1,"(36, -270)"
4560bd2,"(-60, 570)"
4560bd3,"(-84, 450)"
4560bd4,"(180, 30)"
4563a1,"(129, 1496)"
4563a2,"(2517982/16641, -2102313484/2146689)"
4563b1,"(273/4, 4507/8)"
4563b2,"(13, 32)"
4563c1,"(102145/3364, -23828037/195112)"
4563d1,"(169/4, 503/8)"
4563e1,"(4, -2)"
4563f1,"(2704, 140016)"
4565b1,"(100, 956)"
4565b2,"(8, 3)"
4566a1,"(3, -1)"
4566c1,"(4, -4)"
4566d1,"(59, 226)"
4566e1,"(0, 36)"
4572c1,"(-12, 34)"
4572c2,"(-32291/225, 323/3375)"
4572d1,"(53, 63)"
4572d2,"(237, 3429)"
4572e1,"(77, 243)"
4573a1,"(-11/4, 13/8)"
4575a1,"(2829/16, 148489/64)"
4575a2,"(80, 310)"
4575b1,"(22, 62)"
4575f1,"(-157/4, 1207/8)"
4575f2,"(-13, 194)"
4575f3,"(-53, 139)"
4575f4,"(-9, 279)"
4575g1,"(643, 16402)"
4575h1,"(3, 7)"
4576a1,"(645, 16380)"
4576a2,"(-129551/8100, -109207/729000)"
4576a3,"(-15, 10)"
4576a4,"(7674/1225, -290718/42875)"
4576b1,"(45, 286)"
4576c1,"(-8/9, 676/27)"
4576e1,"(46, 338)"
4576f1,"(10, 22)"
4576g1,"(76, 676)"
4578a1,"(5372, 390530)"
4578d1,"(453, 8605)"
4578d2,"(-395, 221)"
4578e1,"(3, 40)"
4578e2,"(-35, -130)"
4578g1,"(-11, 32)"
4578g2,"(23, 16)"
4580a1,"(-20, 10)"
4580a2,"(531, 12250)"
4582d1,"(1, 11)"
4584b1,"(-4, 1)"
4584c1,"(40, 240)"
4584c2,"(67, 30)"
4588b1,"(94, 629)"
4588c1,"(-11, 2)"
4588d1,"(26, 111)"
4588e1,"(269/4, 37/8)"
4588f1,"(24, 62)"
4589a1,"(2, -2)"
4590e1,"(-31, 41)"
4590f1,"(-19, 22)"
4590h1,"(25, 100)"
4590i1,"(-5, 21)"
4590i2,"(-17, 13)"
4590n1,"(-1, 4)"
4590o1,"(-13, 156)"
4590p1,"(55, 1196)"
4590p2,"(17, 586)"
4592h1,"(-33, 38)"
4592h2,"(287, 82)"
4592i1,"(124, 1312)"
4592i2,"(164, 1024)"
4592j1,"(6, 8)"
4592k1,"(-105, 14)"
4592k2,"(-132, 686)"
4593b1,"(6309/4, 499037/8)"
4593b2,"(5850, 434038)"
4594a1,"(-5, 19)"
4594a2,"(-53/9, 481/27)"
4596a1,"(-5, 2)"
4596b1,"(-1200711/400, 2187/8000)"
4598i1,"(-26/49, 38809/343)"
4598i2,"(14, 287)"
4598j1,"(8613961/12321, 23837648069/1367631)"
4598k1,"(17, 52)"
4598k2,"(127, -1213)"
4598m1,"(53/16, -3/64)"
4598m2,"(0, 1)"
4598n1,"(274, 4340)"
4598n2,"(98, -1017)"
4598n3,"(120, 1876)"
4598o1,"(-11, 69)"
4599a1,"(70, 532)"
4599b1,"(-2, 11)"
4599c1,"(29, -221)"
4599d1,"(8, 27)"
4599d2,"(-16, 102)"
4600a1,"(8, 25)"
4600b1,"(2, -25)"
4600c1,"(2549/4, 125971/8)"
4600d1,"(4, 4)"
4600l1,"(-2, 25)"
4600m1,"(6, 12)"
4602a1,"(77985922458974949246858229195945103471590/5080609595007654211155133463528111049, -19751042118372579968038394715858478946937410537754714081521593/11451799510178287699130942513632433218384249076487302907)"
4602a2,"(-375202973893334901684842/26442563198499757521, 962042333816869919732078901619357/135973828725811767982914316569)"
4603a1,"(3, 4)"
4605d1,"(52, -364)"
4605f1,"(6, 7)"
4606e1,"(913, 26827)"
4606e2,"(-379, 824)"
4606f1,"(48, 319)"
4606f2,"(440, 8992)"
4606g1,"(38, 176)"
4606g2,"(685/9, 4855/27)"
4606i1,"(18, -205)"
4609a1,"(9/16, 387/64)"
4609b1,"(36, 209)"
4610a1,"(36, 186)"
4610b1,"(3, 6)"
4610d1,"(11, -11)"
4611a1,"(-4, 2)"
4611a2,"(12, -50)"
4611b1,"(85/4, 7/8)"
4613a1,"(4, 3)"
4617a1,"(25/4, 15/8)"
4617b1,"(9/4, 167/8)"
4617c1,"(43, 104)"
4617d1,"(4, -10)"
4620a1,"(3, -9)"
4620a2,"(6, -42)"
4620b1,"(45, 319)"
4620b2,"(-74, 378)"
4620c1,"(43, 14)"
4620d1,"(-5, 35)"
4620d2,"(10, -110)"
4620f1,"(-3, 77)"
4620f2,"(22, 126)"
4620g1,"(2055, -93170)"
4620h1,"(587, -11907)"
4620h2,"(-700, 198)"
4620i1,"(2, 3)"
4620k1,"(-11, 6)"
4620k2,"(66, 105)"
4620l1,"(3, 21)"
4620l2,"(-12, 66)"
4620m1,"(-1035, 44550)"
4620n1,"(-55, 210)"
4620n2,"(98, 1029)"
4623b1,"(73, 566)"
4624a1,"(4, 156)"
4624a2,"(-542/9, 3302/27)"
4624b1,"(1060/81, 38728/729)"
4624b2,"(112, 1692)"
4624c1,"(-2, 8)"
4624c2,"(-6, 68)"
4624d1,"(147, 1734)"
4624d2,"(197/4, 4335/8)"
4626a1,"(4, 4)"
4626g1,"(7, 23)"
4626h1,"(51, 298)"
4627a1,"(82, 473)"
4627b1,"(1/4, 11/8)"
4628a1,"(-3, 2)"
4631a1,"(-23/9, 197/27)"
4631b1,"(36, 210)"
4632b1,"(57, 427)"
4632b2,"(-16, 14)"
4632c1,"(9, 2)"
4632d1,"(-4, 6)"
4632d2,"(14, 60)"
4632e1,"(2352, 93798)"
4632e2,"(-50, 39372)"
4634a1,"(67, 501)"
4634a2,"(2006/25, 44089/125)"
4634c1,"(1480, 56173)"
4634c2,"(1329739/900, -1559193323/27000)"
4634d1,"(-3, 5)"
4634e1,"(-7, 24)"
4634e2,"(441, 9047)"
4634f1,"(8, 12)"
4634g1,"(3, -1)"
4638a1,"(59/4, 183/8)"
4638b1,"(-10, 11)"
4638b2,"(4, 13)"
4640a1,"(4, 18)"
4640a2,"(4, 20)"
4640b1,"(137/4, 1443/8)"
4640b2,"(21, 65)"
4640e1,"(62956/169, 135546/2197)"
4640e2,"(203715775/549081, 25170088436/406869021)"
4640f1,"(-4, 10)"
4640f2,"(1, 20)"
4641a1,"(356/25, 3606/125)"
4641a2,"(58, 263)"
4641a3,"(415, 7532)"
4641a4,"(74, 489)"
4641b1,"(279, 4484)"
4641b2,"(-43, 157)"
4641b3,"(-302/9, -4975/27)"
4641b4,"(13, 248)"
4641b5,"(-116, 103)"
4641b6,"(199, 3059)"
4641c1,"(-32171/196, 3010127/2744)"
4641d1,"(-5/4, 103/8)"
4641d2,"(-1, 21)"
4641f1,"(10, 25)"
4641g1,"(-5, 79)"
4641g2,"(23, -106)"
4642c1,"(-25/4, 109/8)"
4642c2,"(64, 495)"
4642d1,"(66, 465)"
4642e1,"(90, 211)"
4648a1,"(13/4, 39/8)"
4650a1,"(45, 165)"
4650a2,"(-89, 308)"
4650a3,"(1405, 43710)"
4650a4,"(340, -4220)"
4650a5,"(-167056781/104329, 26979906736/33698267)"
4650a6,"(111279259/34969, -1154295729976/6539203)"
4650b1,"(6, -19)"
4650c1,"(1, -2)"
4650d1,"(61381951/4, -480968325997/8)"
4650i1,"(399, 7326)"
4650j1,"(35, 45)"
4650k1,"(24, 50)"
4650k2,"(-266, 5765)"
4650l1,"(229, 3311)"
4650l2,"(-129, 266)"
4650m1,"(65, 200)"
4650m2,"(-165, 3120)"
4650r1,"(22, -199)"
4650r2,"(-28, -324)"
4650s1,"(-8, 71)"
4650t1,"(-14, 71)"
4650t2,"(-48, 586)"
4650ba1,"(9, 22)"
4650ba2,"(81, 703)"
4650bb1,"(55/4, 191/8)"
4650bb2,"(145, 702)"
4650bc1,"(1, -7)"
4650bd1,"(125, -6063)"
4650bd2,"(1341, -175)"
4650be1,"(35, 582)"
4650bf1,"(-65, 157)"
4650bg1,"(-1, 2)"
4650bg2,"(5, -18)"
4650bh1,"(25, -148)"
4650bi1,"(-28, 89)"
4650bi2,"(-18, -741)"
4650bi3,"(-68, 6109)"
4650bi4,"(72, -1911)"
4650bj1,"(142, 1729)"
4650bw1,"(12, 24)"
4650bx1,"(558, -12183)"
4650bx2,"(-674, -1895)"
4653b1,"(1, 23)"
4653c1,"(38, 258)"
4655a1,"(21, 87)"
4655b1,"(69/4, 521/8)"
4655i1,"(33, 171)"
4655j1,"(221, 3172)"
4655k1,"(177, 1200)"
4655l1,"(48, -357)"
4655m1,"(0, 24)"
4655n1,"(32, 312)"
4655o1,"(3, 9)"
4655p1,"(37, 193)"
4655p2,"(20, 37)"
4655q1,"(25, 110)"
4656a1,"(-8, 8)"
4656a2,"(373, 7178)"
4656b1,"(10, 28)"
4656b2,"(12, 8)"
4656f1,"(-8, 18)"
4656f2,"(-20, 6)"
4656g1,"(2, 18)"
4656g2,"(-16, 336)"
4656g3,"(178, 1022)"
4656g4,"(-14, 350)"
4656h1,"(9, 18)"
4656h2,"(69, 582)"
4656i1,"(460, 1458)"
4656i2,"(1996, 78)"
4656j1,"(4, 18)"
4656j2,"(-10, 48)"
4656k1,"(-4, 6)"
4656k2,"(20, 66)"
4658a1,"(13, 4)"
4658a2,"(-395/9, 2101/27)"
4660a1,"(38, 250)"
4660b1,"(30, 2796)"
4660b2,"(1537/9, 2330/27)"
4662a1,"(-3, 3)"
4662a2,"(6, -24)"
4662d1,"(29, -181)"
4662e1,"(33, 890)"
4662e2,"(-28, 1778)"
4662f1,"(12, -24)"
4662f2,"(42, -102)"
4662g1,"(21, -42)"
4662g2,"(78, 69)"
4662h1,"(17, 50)"
4662p1,"(-7, 129)"
4664a1,"(10, 44)"
4664b1,"(25, -106)"
4665a1,"(44, 213)"
4665b1,"(-11/4, 1/8)"
4665d1,"(0, 3)"
4665f1,"(29/4, 1079/8)"
4665g1,"(1, 1)"
4665h1,"(-5, 7)"
4669c1,"(-14399/576, 168971/13824)"
4669c2,"(-57/4, 95/8)"
4669d1,"(66, 241)"
4670a1,"(-10, 7)"
4670c1,"(-14, 15)"
4672b1,"(-2, 24)"
4672b2,"(-3, 21)"
4672c1,"(12, 12)"
4672c2,"(-6, 24)"
4672d1,"(0, 12)"
4672d2,"(32, 204)"
4674a1,"(-277, 8318)"
4674a2,"(2755/9, 565706/27)"
4674b1,"(62, 510)"
4674e1,"(-7, 7)"
4674e2,"(7, -45)"
4674f1,"(833/64, 16435/512)"
4674f2,"(195/4, 2511/8)"
4674g1,"(38, -211)"
4674i1,"(-108, 567)"
4675a1,"(1, 1)"
4675b1,"(14, 53)"
4675c1,"(113914/1369, -18288346/50653)"
4675d1,"(398, 7121)"
4675e1,"(2569/64, 62491/512)"
4675f1,"(201/16, -29/64)"
4675g1,"(0, 12)"
4675l1,"(13, -94)"
4675l2,"(188, 2456)"
4675o1,"(43/9, 2947/27)"
4675p1,"(7927, -709114)"
4675r1,"(10, 32)"
4675s1,"(6, -9)"
4675t1,"(58, 37)"
4678a1,"(1, 2)"
4680a1,"(18, 54)"
4680c1,"(10, 24)"
4680c2,"(50, 296)"
4680d1,"(862, -25350)"
4680e1,"(-2, 36)"
4680e2,"(-1, 52)"
4680f1,"(389, 4030)"
4680f2,"(21329/4, 3032575/8)"
4680f3,"(1247297/196, 770672617/2744)"
4680f4,"(39444809/7396, 241070318125/636056)"
4680f5,"(141248614782569/25946122084, 1555580869682948828125/4179349453046552)"
4680f6,"(206262928409/39413284, -95381203059654757/247436596952)"
4680g1,"(31, 144)"
4680g2,"(106, 756)"
4680g3,"(626, 13804)"
4680g4,"(-74, 234)"
4680h1,"(34, 18)"
4680k1,"(6, 54)"
4680k2,"(46, 26)"
4680l1,"(456, -9126)"
4680m1,"(0, 6)"
4680n1,"(-26, 162)"
4680n2,"(2974, 161838)"
4680o1,"(44, 162)"
4680t1,"(10, 54)"
4680t2,"(107, 880)"
4680t3,"(350, 4466)"
4680t4,"(545/4, 5753/8)"
4680u1,"(1460, 56862)"
4680v1,"(-18, 5)"
4680v2,"(-27, 130)"
4680v3,"(-82, 1170)"
4680v4,"(27, 400)"
4683d1,"(15, 66)"
4684a1,"(4, 2)"
4684b1,"(9, 2)"
4685a1,"(5/4, -1/8)"
4686a1,"(327814/13225, -185185817/1520875)"
4686a2,"(-425/9, 4720/27)"
4686a3,"(3162145/529, 5565466340/12167)"
4686a4,"(51, 2424)"
4686b1,"(1633, 61663)"
4686b2,"(-2111, 12415)"
4688c1,"(436, 9106)"
4688d1,"(28, 134)"
4688e1,"(6, 16)"
4690a1,"(32, 158)"
4690a2,"(-7, 14)"
4690a3,"(-27, 101)"
4690a4,"(3, 24)"
4690c1,"(8, 36)"
4690c2,"(99/4, 251/8)"
4692a1,"(-14, 46)"
4692b1,"(-17, 34)"
4692c1,"(-6, 3)"
4692e1,"(4, 6)"
4692f1,"(562, 10557)"
4697a1,"(-4, 5)"
4697b1,"(117/4, 423/8)"
4698a1,"(-2, 3)"
4698h1,"(-5, 7)"
4698i1,"(5, 12)"
4698p1,"(1, 8)"
4698q1,"(-5, 3)"
4698r1,"(-13, 70)"
4698r2,"(-49, 34)"
4699a1,"(-1, 2)"
4699b1,"(0, 1)"
4700c1,"(3, 50)"
4700d1,"(3, 1)"
4700d2,"(11, -47)"
4700e1,"(208/9, 55225/27)"
4700f1,"(-5, 250)"
4700g1,"(171, 94)"
4700g2,"(150, 750)"
4700h1,"(2, 53)"
4700h2,"(1393/9, 54431/27)"
4700i1,"(2, -10)"
4700j1,"(33, 250)"
4701a1,"(3, 7)"
4702d1,"(18, -17)"
4704a1,"(1155, 39164)"
4704b1,"(19, 28)"
4704c1,"(180, 2254)"
4704k1,"(-3, 36)"
4704l1,"(18, 78)"
4704l2,"(-25, 36)"
4704m1,"(237, 1884)"
4704n1,"(10, 6)"
4704n2,"(-1, -36)"
4704o1,"(6, -6)"
4704r1,"(23, 92)"
4704s1,"(19, 98)"
4704s2,"(-9, -196)"
4704t1,"(6180, 486758)"
4704u1,"(20, 20)"
4704u2,"(-19, 36)"
4704u3,"(1469/4, 54145/8)"
4704u4,"(-67/4, 895/8)"
4704v1,"(44, 216)"
4704v2,"(-44, 98)"
4704v3,"(-37, 1176)"
4704v4,"(577/9, 18620/27)"
4704w1,"(19, 14)"
4704w2,"(-9, 28)"
4704x1,"(7, 20)"
4704y1,"(65, 588)"
4704z1,"(6, 162)"
4704ba1,"(65, 588)"
4706b1,"(-156/25, 1462/125)"
4706b2,"(-1804/25, 4454/125)"
4706c1,"(90, 800)"
4706d1,"(32, 165)"
4706e1,"(-28, 40)"
4708b1,"(177, 2354)"
4710c1,"(2043/4, 83837/8)"
4710d1,"(7, -6)"
4710e1,"(20, 342)"
4710i1,"(153, 1459)"
4710j1,"(5, -33)"
4710k1,"(19, 80)"
4710m1,"(154, 1843)"
4710n1,"(20, 80)"
4711a1,"(-2, 2)"
4711a2,"(5, 9)"
4714b1,"(3, 0)"
4715a1,"(39/4, 7/8)"
4715a2,"(2039/4, 90007/8)"
4716a1,"(108, 950)"
4716b1,"(-1, -54)"
4718a1,"(34, 105)"
4719f1,"(8, 19)"
4719h1,"(157/4, 35/8)"
4719i1,"(11, 19)"
4719i2,"(154/25, 3233/125)"
4719j1,"(77, 345)"
4719j2,"(3575/4, 202437/8)"
4719j3,"(3837119/3364, 2946422025/195112)"
4719j4,"(4899983/5476, 10243046817/405224)"
4719j5,"(-35567/81, -8977870/729)"
4719j6,"(8163499195159/9613802500, 25000308670295585573/942633335125000)"
4719k1,"(22, 19)"
4720a1,"(11, 30)"
4720a2,"(-15, 4)"
4720c1,"(2, 2)"
4720c2,"(487, 10750)"
4720d1,"(7, 10)"
4722a1,"(135, 963)"
4722e1,"(4, 32)"
4722e2,"(232, 3425)"
4722f1,"(11, 10)"
4722g1,"(2, 5)"
4722h1,"(22, -203)"
4722i1,"(-2, -8)"
4725a1,"(16, -4)"
4725a2,"(151, 1886)"
4725b1,"(11, 3)"
4725b2,"(64, 514)"
4725c1,"(14, 0)"
4725c2,"(-11, 50)"
4725c3,"(-901226/5041, 238225/357911)"
4725d1,"(-172, 1286)"
4725e1,"(1/4, 157/8)"
4725f1,"(4, -11)"
4725i1,"(-156, -185)"
4725j1,"(-6, 65)"
4725m1,"(-31/4, 93/8)"
4725n1,"(4, 3)"
4726a1,"(98, 646)"
4726a2,"(11, 377)"
4726b1,"(754/9, -40435/27)"
4728a1,"(5, -6)"
4730a1,"(0, 6)"
4730a2,"(-2, 44)"
4730b1,"(76796/361, 6944678/6859)"
4730b2,"(652, 15634)"
4730b3,"(-219, 6237)"
4730b4,"(5653/9, 436738/27)"
